finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,remedy_commands_executed,remedy_scan_passed,remedy_success,remedy_error_summary,remedy_attempt_duration_s,remedy_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
accounts_passwords_pam_faillock_interval,Set Interval For Counting Failed Password Attempts,2,localhost,accounts_passwords_pam_faillock_interval,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_interval,compliance,localhost.localdomain,True,low,"The remediation only modifies PAM configuration (fail_interval) via authselect or direct file edit, which is a standard STIG hardening step. It does not affect bootloader, kernel, or filesystem layout, and the change is unlikely to cause immediate lockout if applied correctly.",False,"authentication/authorization affected; Potential misconfiguration could temporarily prevent logins; If authselect profile is not intact, remediation aborts",low,success,1,1,grep -q '^\s*fail_interval' /etc/security/faillock.conf && echo FOUND || echo NOTFOUND; sed -i 's/^\s*fail_interval\s*=.*$/fail_interval = 900/' /etc/security/faillock.conf,True,True,,59.00623059272766,1.561,True,False,8,"The plan will set the required fail_interval value, but it bypasses the recommended authselect mechanism and may not persist if authselect overwrites PAM configs. Using authselect is preferred.",Directly editing /etc/security/faillock.conf may be overridden by authselect profiles on systems that use authselect.; The sed command will not add the line if it is missing; the fallback echo may create duplicate entries if the line exists but is commented differently.,True,"The plan only edits /etc/security/faillock.conf to set fail_interval to a reasonable value (900 seconds). This change does not modify PAM stack files directly, so it is unlikely to break SSH, login, or other authentication services. The use of sed and a conditional append is safe, and the value complies with typical security guidelines. While authselect is the preferred method, editing faillock.conf will not cause immediate service outages or lockouts.",Potential duplicate fail_interval lines if the file contains an atypical formatting that the sed pattern does not match.; The setting could be overwritten later if authselect profiles are reapplied.,False,Approve,7.4734179973602295,96.75925302505493,13,0,95.527,33084,3245,36329,0.002563,1,1340,0.00025,37.743,10,31713,0.001946,38.588,1,1421,0.000166,11.725,1,1855,0.0002,7.472,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_passwords_pam_faillock_unlock_time,Set Lockout Time for Failed Password Attempts,2,localhost,accounts_passwords_pam_faillock_unlock_time,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_unlock_time,compliance,localhost.localdomain,True,low,"The remediation only modifies PAM configuration via authselect or controlled edits of system-auth and password-auth files. This follows standard STIG hardening patterns and does not involve kernel, bootloader, or filesystem changes. While an incorrect unlock_time could cause temporary account lockout, the script includes safeguards (authselect integrity check) and the change can be validated without reboot, making it safe to apply automatically.",False,authentication/authorization affected; Potential account lockout if unlock_time is set to 0 or mis‑typed; Possible loss of SSH access if PAM stack is broken,low,failed,,1,,False,False,,43.30980825424194,,True,False,8,"The plan correctly sets unlock_time in /etc/security/faillock.conf and enables the faillock feature via authselect, which will satisfy the OpenSCAP requirement. Minor refinements can improve safety and completeness.",The plan assumes authselect is present; on systems without it the remediation would abort without a fallback.; Using sed -i may create duplicate entries if multiple matching lines exist or if the file format differs.; No backup of /etc/security/faillock.conf is created before modification.,False,"The plan modifies PAM configuration and faillock settings without creating backups or confirming existing configurations. Enabling the with‑faillock feature via authselect can overwrite existing custom PAM settings, potentially locking out SSH logins if the pam_faillock module is mis‑configured. Because there is no fallback or verification of current PAM content, the change may disrupt authentication services.",Possible duplicate or malformed unlock_time entry in /etc/security/faill4; Potential lockout of all users including root / admin due to incorrect pam_faill4; Loss of the original PAM configuration if auth‑    ...,False,Investigate,9.080859899520874,48.42437291145325,5,0,48.404,6534,3222,9756,0.001294,1,1523,0.000507,5.109,2,4391,0.000423,25.046,1,2108,0.000191,9.173,1,1734,0.000173,9.077,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_dcredit,Ensure PAM Enforces Password Requirements - Minimum Digit Characters,2,localhost,accounts_password_pam_dcredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_dcredit,compliance,localhost.localdomain,True,low,"The remediation only edits the pam_pwquality configuration to set dcredit, a standard password policy change. It does not affect authentication mechanisms, bootloader, or filesystems, and is unlikely to lock out users.",False,authentication/authorization affected; potential for password policy tightening causing user password change failures,low,success,1,1,ls /etc/security/pwquality.conf.d/*.conf 2>/dev/null || true; sed -i '/^\s*#\?\s*dcredit\s*=.*/d' /etc/security/pwquality.conf; echo 'dcredit = -1' >> /etc/security/pwquality.conf,True,True,,64.75555300712585,1.608,True,False,8,"The plan correctly sets dcredit = -1 in the pwquality configuration, which satisfies the requirement. It uses straightforward file edits and includes a check for existing settings. However, it only targets /etc/security/pwquality.conf and ignores any *.conf files under /etc/security/pwquality.conf.d/, which the original script referenced. Ensuring all relevant config locations are handled would make the remediation more robust.",Only modifies the main pwquality.conf file and may miss overrides in pwquality.conf.d/ directory.; The sed command does not account for multiple occurrences of dcredit; it will replace only the first match.,True,"The plan only edits the standard pwquality configuration to require at least one digit (dcredit = -1). This is a normal PAM setting and will not break PAM, sshd, or other critical services. The change may make password changes stricter, potentially affecting scripts or service accounts that set passwords without digits, but it will not lock out existing logins.",Stricter password policy may cause password change failures for accounts that do not include a digit; Automated provisioning scripts that generate passwords without digits may need to be updated,False,Approve,3.571969747543335,74.0658929347992,14,0,72.516,41744,3580,45324,0.002601,1,1093,0.000145,9.3,11,41068,0.002,50.828,1,1401,0.000177,8.818,1,1762,0.000279,3.57,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_dictcheck,Ensure PAM Enforces Password Requirements - Prevent the Use of Dictionary Words,2,localhost,accounts_password_pam_dictcheck,xccdf_org.ssgproject.content_rule_accounts_password_pam_dictcheck,compliance,localhost.localdomain,True,low,"The remediation only edits or removes the 'dictcheck' setting in pwquality configuration files, which is a standard PAM password policy change. It does not affect authentication mechanisms, bootloader, or filesystem layout, and is unlikely to lock out users.",False,authentication/authorization affected; Potential for users to set weaker passwords if dictcheck is disabled; Minor chance of syntax error in config file causing pwquality to be ignored,low,failed,,1,ls -1 /etc/security/pwquality.conf.d,False,False,,106.07208776473999,,False,False,6,"The plan modifies only /etc/security/pwquality.conf and only replaces an existing line. If the file does not already contain a dictcheck entry, the sed command will make no change, leaving the setting at its default (usually disabled). It also ignores possible configuration fragments in /etc/security/pwquality.conf.d/*.conf, which may override or supplement the main file. As written, the remediation is not guaranteed to enable dictcheck and could therefore fail to remediate the vulnerability.","The sed command does not add the dictcheck line if it is absent, so the setting may remain unset.; Only the main pwquality.conf is edited; configuration fragments in pwquality.conf.d are ignored.; No verification step is included to confirm that dictcheck=1 is actually effective after the change.",,,,,,,119.38798713684082,9,0,118.738,10592,3052,13644,0.00205,1,1083,0.000159,13.309,7,10684,0.001482,27.052,1,1877,0.000411,78.378,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,2,localhost,accounts_password_pam_difok,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,compliance,localhost.localdomain,True,low,"The remediation only edits a PAM password quality setting (difok) in a configuration file, which is a standard STIG hardening step and does not affect system boot, networking, or critical services. The change is low‑risk and unlikely to cause lockout if the value is set to a reasonable number.",False,authentication/authorization affected; potential for users to be unable to reuse similar passwords if difok is set too high,low,failed,,3,"grep -l '^\s*#\?\s*difok' /etc/security/pwquality.conf.d/*.conf || true; cp /etc/security/pwquality.conf.d/99-difok.conf /etc/security/pwquality.conf.d/99-difok.conf.bak; sed -i ""s/^\([[:space:]]*\)difok[[:space:]]*=.*$/#\1difok =/"" /etc/security/pwquality.conf.d/99-difok.conf",False,False,,91.84578609466553,1.529,True,False,9,"The plan correctly ensures that a high‑lexical fragment sets difok=4, backs up existing files, comments out any conflicting settings, and uses a safe write method. It addresses the prior concerns about backups, ordering, and duplicate directives, and should remediate the vulnerability.",The write_file operation must preserve proper SELinux context and file permissions.; The initial grep may fail with a glob error if the directory is empty; adding a nullglob or using a safe pattern would avoid errors.,True,"The plan correctly enforces the required difok value via a high‑order fragment, backs up and comments out any conflicting settings, and does not modify PAM stacks or services directly. It is unlikely to cause service outages or lockouts, only imposing a stricter password‑change rule.",Users may be prevented from changing passwords that do not meet the new difok=4 requirement; Automated password‑rotation scripts might need to handle the stricter rule,False,Approve,31.068034172058105,91.8487651348114,12,0,90.76,46722,5109,51831,0.00376,0,0,0.0,0.0,10,46555,0.002989,56.419,1,2967,0.000474,3.279,1,2309,0.000298,31.062,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_enforce_root,Ensure PAM Enforces Password Requirements - Enforce for root User,2,localhost,accounts_password_pam_enforce_root,xccdf_org.ssgproject.content_rule_accounts_password_pam_enforce_root,compliance,localhost.localdomain,True,low,"The remediation only adds the 'enforce_for_root' directive to /etc/security/pwquality.conf, a standard PAM password‑policy setting. This follows typical STIG hardening, does not modify boot or filesystem structures, and is unlikely to cause lockout or service disruption.",False,authentication/authorization affected,low,failed,,1,,False,False,,33.04835796356201,,False,False,,,,,,,,,,39.31617999076843,3,0,39.301,2913,1802,4715,0.000617,1,1344,0.000135,6.262,1,1704,0.000169,11.046,1,1667,0.000313,21.994,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_maxclassrepeat,Ensure PAM Enforces Password Requirements - Maximum Consecutive Repeating Characters from Same Character Class,2,localhost,accounts_password_pam_maxclassrepeat,xccdf_org.ssgproject.content_rule_accounts_password_pam_maxclassrepeat,compliance,localhost.localdomain,True,low,"The remediation only edits a PAM password quality configuration file to set maxclassrepeat. This is a standard STIG hardening change, does not affect boot or critical services, and is unlikely to cause loss of SSH or console access.",False,authentication/authorization affected; potential password rejections for users; requires pam_pwquality module to be present,low,success,1,1,sed -i 's/^#\s*maxclassrepeat\s*=.*$/maxclassrepeat = 2/' /etc/security/pwquality.conf; ls -1 /etc/security/pwquality.conf.d 2>/dev/null || echo 'none'; sed -i '/^\s*#\?\s*maxclassrepeat\s*=.*$/d' /etc/security/pwquality.conf; ls -1 /etc/security/pwquality.conf.d; printf '\nmaxclassrepeat = 2\n' >> /etc/security/pwquality.conf; sed -i 's/^maxclassrepeat = 2$/maxclassrepeat = 4/' /etc/security/pwquality.conf,True,True,,89.05137586593628,1.63,True,False,8,"The plan will correctly set maxclassrepeat to a positive value (2) and remove any conflicting entries, which addresses the vulnerability. Minor improvements can make it safer and more maintainable.","Removing all maxclassrepeat lines from every file in /etc/security/pwquality.conf.d may unintentionally delete other deliberately set values.; The plan does not mention backing up configuration files before modification.; No verification step after edit to ensure the setting is effective (e.g., testing password creation).",True,"The plan correctly sets a positive maxclassrepeat value (2) in the main pwquality configuration and removes conflicting entries, which satisfies the security requirement without disrupting PAM functionality. Changing this parameter only affects future password changes and does not prevent existing logins, so critical services like sshd will remain operational.",Removal of any comment lines containing the string 'maxclassrepeat' in /etc/security/pwquality.conf.d files; Potential loss of custom maxclassrepeat values that may have been deliberately set in individual .conf.d files,False,Approve,1.9182829856872559,93.7780270576477,20,0,90.571,80407,6706,87113,0.005085,1,1391,0.000263,4.717,17,82299,0.003962,81.351,1,1702,0.000558,2.59,1,1721,0.000302,1.914,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_maxrepeat,Set Password Maximum Consecutive Repeating Characters,2,localhost,accounts_password_pam_maxrepeat,xccdf_org.ssgproject.content_rule_accounts_password_pam_maxrepeat,compliance,localhost.localdomain,True,low,"Adjusting the pam_pwquality maxrepeat setting is a standard PAM password policy change that does not affect system boot, networking, or filesystem layout. It is low risk and aligns with typical STIG hardening practices.",False,authentication/authorization affected; Potential for users to be forced to change passwords that contain repeated characters; Minor impact on password creation workflow,low,failed,,1,,False,False,,34.542150020599365,,False,False,4,"The plan does not reliably set the desired maxrepeat value. The sed command only replaces commented lines, so an existing uncommented setting will be left unchanged and the script will think the setting is already present, leaving the insecure value in place. Additionally, the plan ignores possible overrides in /etc/security/pwquality.conf.d/*.conf, which could negate the change.","Sed pattern only matches lines starting with '#', missing existing active settings.; No handling of configuration fragments in pwquality.conf.d directory.; Potential for duplicate settings if a fragment already defines maxrepeat.",,,,,,,45.319870948791504,3,0,45.304,3015,2210,5225,0.000578,1,1371,0.000173,10.771,1,1822,0.000193,13.553,1,2032,0.000213,20.979,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_minclass,Ensure PAM Enforces Password Requirements - Minimum Different Categories,2,localhost,accounts_password_pam_minclass,xccdf_org.ssgproject.content_rule_accounts_password_pam_minclass,compliance,localhost.localdomain,True,low,"The remediation only edits a PAM password quality configuration file to set the minclass parameter. This is a standard STIG hardening step, does not require reboot, and does not affect core services or boot configuration. The change may cause password change failures for non‑compliant passwords, but it will not lock out existing logins.",False,authentication/authorization affected; Users with passwords not meeting the new class requirement may be forced to reset passwords; Potential for temporary authentication failures until passwords are updated,low,success,1,1,"ls -1 /etc/security/pwquality.conf.d 2>/dev/null || true; sed -i -e 's/^[#[:space:]]*minclass[[:space:]]*=.*/minclass = 4/' /etc/security/pwquality.conf; sed -i '0,/^minclass = 4$/!{/^minclass = 4$/d;}' /etc/security/pwquality.conf",True,True,,82.771479845047,1.569,True,False,7,"The plan will remove duplicate 'minclass = 4' entries, leaving a single authoritative setting, which satisfies the requirement to enforce a password class rule. However, the sed expression relies on an exact whitespace pattern and does not verify that the remaining value conforms to policy, so it could miss duplicates with different spacing or leave an incorrect value.","The sed command matches only the exact string '^minclass = 4$'; variants such as extra spaces, tabs, or a different value will not be caught.; The plan does not explicitly validate that the retained 'minclass' value meets the desired security level.",True,"The sed command only removes extra identical 'minclass = 4' lines, leaving a single valid setting. This does not affect authentication mechanisms or critical services and the change is limited to a harmless configuration file.","If the first occurrence of the setting is not the intended one, the retained line could be incorrect.; Lines with differing whitespace or a different value will not be matched and may remain duplicated.; In the unlikely event of a write error, the config file could become corrupted.",False,Approve,1.8673701286315918,91.75388431549072,17,0,90.188,49507,5706,55213,0.004624,1,1502,0.000192,8.975,12,46687,0.003467,51.851,2,3483,0.000447,20.752,2,3541,0.000518,8.608,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_minlen,Ensure PAM Enforces Password Requirements - Minimum Length,2,localhost,accounts_password_pam_minlen,xccdf_org.ssgproject.content_rule_accounts_password_pam_minlen,compliance,localhost.localdomain,True,low,"The remediation only modifies PAM pwquality configuration to enforce a minimum password length, a standard STIG hardening step. It does not affect bootloader, kernel, or filesystem layout and poses minimal risk of lockout if a reasonable length is chosen.",False,authentication/authorization affected; Potential impact on password change workflow if length is set too high,low,failed,,3,"find /etc/security/pwquality.conf.d -type f -name '*.conf' -print; cp /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; cp /etc/security/pwquality.conf.d/99-difok.conf /etc/security/pwquality.conf.d/99-difok.conf.bak; sed -i '/^\s*#\?\s*minlen\s*=.*/d' /etc/security/pwquality.conf; sed -i 's/^[[:space:]]*#\?[[:space:]]*minlen[[:space:]]*=.*//g' /etc/security/pwquality.conf; echo 'minlen = 8' >> /etc/security/pwquality.conf; grep -R --include='*.conf' -n ""minlen"" /etc/security/pwquality.conf /etc/security/pwquality.conf.d || true; cp /etc/security/pwquality.conf.bak /etc/security/pwquality.conf",False,False,,165.88684797286987,1.554,True,False,8,"The plan correctly backs up the configuration, edits both the main pwquality.conf and any files in pwquality.conf.d, and verifies that the pam_pwquality module is active via authselect. This will set a minlen of 8 and therefore satisfy the vulnerability requirement. However, the approach could be refined to ensure a single authoritative setting and avoid hard‑coding the value.","The sed replacement may only modify the first occurrence of a minlen line, leaving duplicate or later entries that could cause ambiguous configuration.; Commented minlen lines are treated the same as active ones; the plan may replace a comment but still leave another active line elsewhere.; The desired length is hard‑coded to 8, limiting flexibility for future policy changes.; The plan does not explicitly remove all existing minlen entries before adding the new setting, which could result in multiple definitions.",True,"The plan only updates pwquality configuration files and optionally enables the pwquality PAM module via authselect. Adding a minlen of 8 is a standard hardening measure and will not break existing logins; it only affects future password changes. Backups are created, and the changes are limited to configuration files, so the risk of service outage or SSH lockout is minimal.","Existing passwords shorter than 8 characters will still work until a password change is required, after which users must meet the new minimum length.; If duplicate 'minlen' entries remain in a file, the pwquality module may use the first or last definition, but this does not cause authentication failure.",False,Approve,8.214834928512573,165.89136004447937,19,0,161.786,98594,9299,107893,0.008856,0,0,0.0,0.0,17,103491,0.007899,137.552,1,2472,0.00076,16.021,1,1930,0.000197,8.213,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
